hpo_id,name,definition,synonyms,text_for_embedding
HP:0000110,Renal dysplasia,The presence of developmental dysplasia of the kidney.,"['Dysplastic kidneys', 'Renal adysplasia']",Renal dysplasia. The presence of developmental dysplasia of the kidney. Dysplastic kidneys. Renal adysplasia
HP:0000111,Renal juxtaglomerular cell hypertrophy/hyperplasia,Increased number and size of the juxtaglomerular cells.,[],Renal juxtaglomerular cell hypertrophy/hyperplasia. Increased number and size of the juxtaglomerular cells. 
HP:0000112,Nephropathy,A nonspecific term referring to disease or damage of the kidneys.,"['Kidney damage', 'Kidney disease']",Nephropathy. A nonspecific term referring to disease or damage of the kidneys. Kidney damage. Kidney disease
HP:0000113,Polycystic kidney dysplasia,The presence of multiple cysts in both kidneys.,"['Polycystic kidneys', 'Polycystic kidney disease']",Polycystic kidney dysplasia. The presence of multiple cysts in both kidneys. Polycystic kidneys. Polycystic kidney disease
HP:0000114,Proximal tubulopathy,"Dysfunction of the proximal tubule, which is the portion of the duct system of the nephron of the kidney which leads from Bowman's capsule to the loop of Henle.","['Proximal renal tubule defect', 'Proximal renal tubulopathy', 'Proximal tubular defect', 'Proximal tubule dysfunction', 'Selective proximal tubular damage']","Proximal tubulopathy. Dysfunction of the proximal tubule, which is the portion of the duct system of the nephron of the kidney which leads from Bowman's capsule to the loop of Henle. Proximal renal tubule defect. Proximal renal tubulopathy. Proximal tubular defect. Proximal tubule dysfunction. Selective proximal tubular damage"
HP:0000117,Renal phosphate wasting,High urine phosphate in the presence of hypophosphatemia.,"['Decreased renal tubular phosphate reabsorption', 'Decreased tubular maximum for phosphate reabsorption per glomerular filtration rate', 'Tubular phosphate reabsorption low']",Renal phosphate wasting. High urine phosphate in the presence of hypophosphatemia. Decreased renal tubular phosphate reabsorption. Decreased tubular maximum for phosphate reabsorption per glomerular filtration rate. Tubular phosphate reabsorption low
HP:0000118,Phenotypic abnormality,A phenotypic abnormality.,['Organ abnormality'],Phenotypic abnormality. A phenotypic abnormality. Organ abnormality
HP:0000119,Abnormality of the genitourinary system,The presence of any abnormality of the genitourinary system.,"['Abnormality of the GU system', 'Genitourinary abnormality', 'Genitourinary tract anomalies', 'Genitourinary tract malformation', 'Urogenital abnormalities', 'Urogenital anomalies', 'Genitourinary disease', 'Genitourinary dysplasia']",Abnormality of the genitourinary system. The presence of any abnormality of the genitourinary system. Abnormality of the GU system. Genitourinary abnormality. Genitourinary tract anomalies. Genitourinary tract malformation. Urogenital abnormalities. Urogenital anomalies. Genitourinary disease. Genitourinary dysplasia
HP:0000121,Nephrocalcinosis,Nephrocalcinosis is the deposition of calcium salts in renal parenchyma.,"['Too much calcium deposited in kidneys', 'Increased calcium level in kidney']",Nephrocalcinosis. Nephrocalcinosis is the deposition of calcium salts in renal parenchyma. Too much calcium deposited in kidneys. Increased calcium level in kidney
HP:0000122,Unilateral renal agenesis,A unilateral form of agenesis of the kidney.,"['Absent kidney on one side', 'Missing one kidney', 'Single kidney', 'Unilateral kidney agenesis']",Unilateral renal agenesis. A unilateral form of agenesis of the kidney. Absent kidney on one side. Missing one kidney. Single kidney. Unilateral kidney agenesis
HP:0000123,Nephritis,The presence of inflammation affecting the kidney.,['Kidney inflammation'],Nephritis. The presence of inflammation affecting the kidney. Kidney inflammation
HP:0000124,Renal tubular dysfunction,"Abnormal function of the renal tubule. The basic functional unit of the kidney, the nephron, consists of a renal corpuscle attached to a renal tubule, with roughly 0.8 to 1.5 nephrons per adult kidney. The functions of the renal tubule include reabsorption of water, electrolytes, glucose, and amino acids and secretion of substances such as uric acid.","['Abnormal function of filtrating structures in kidney', 'Renal tubular defect', 'Renal tubular disease']","Renal tubular dysfunction. Abnormal function of the renal tubule. The basic functional unit of the kidney, the nephron, consists of a renal corpuscle attached to a renal tubule, with roughly 0.8 to 1.5 nephrons per adult kidney. The functions of the renal tubule include reabsorption of water, electrolytes, glucose, and amino acids and secretion of substances such as uric acid. Abnormal function of filtrating structures in kidney. Renal tubular defect. Renal tubular disease"
HP:0000125,Pelvic kidney,A developmental defect in which a kidney is located in an abnormal anatomic position within the pelvis.,['Sacral kidney'],Pelvic kidney. A developmental defect in which a kidney is located in an abnormal anatomic position within the pelvis. Sacral kidney
HP:0000126,Hydronephrosis,Severe distention of the kidney with dilation of the renal pelvis and calices.,[],Hydronephrosis. Severe distention of the kidney with dilation of the renal pelvis and calices. 
HP:0000127,Renal salt wasting,A high concentration of one or more electrolytes in the urine in the presence of low serum concentrations of the electrolyte(s).,"['Loss of salt in urine', 'Renal salt-wasting', 'Salt wasting', 'Salt-wasting']",Renal salt wasting. A high concentration of one or more electrolytes in the urine in the presence of low serum concentrations of the electrolyte(s). Loss of salt in urine. Renal salt-wasting. Salt wasting. Salt-wasting
HP:0000128,Renal potassium wasting,High urine potassium in the presence of hypokalemia.,['Renal K wasting'],Renal potassium wasting. High urine potassium in the presence of hypokalemia. Renal K wasting
HP:0000130,Abnormality of the uterus,An abnormality of the uterus.,"['Abnormality of the uterus', 'Uterine abnormalities', 'Uterine malformations']",Abnormality of the uterus. An abnormality of the uterus. Abnormality of the uterus. Uterine abnormalities. Uterine malformations
HP:0000131,Uterine leiomyoma,The presence of a leiomyoma of the uterus.,"['Benign uterine leiomyomas', 'Uterine fibroid']",Uterine leiomyoma. The presence of a leiomyoma of the uterus. Benign uterine leiomyomas. Uterine fibroid
HP:0000132,Menorrhagia,Prolonged and excessive menses at regular intervals in excess of 80 mL or lasting longer than 7 days.,"['Abnormally heavy bleeding during menstruation', 'Abnormally heavy periods', 'Hypermenorrhea']",Menorrhagia. Prolonged and excessive menses at regular intervals in excess of 80 mL or lasting longer than 7 days. Abnormally heavy bleeding during menstruation. Abnormally heavy periods. Hypermenorrhea
HP:0000133,Gonadal dysgenesis,"Gonadal dysgenesis is the name given to any of a multitude of conditions that can cause impaired development of the gonads, i.e., the testes or ovaries, or to the related phenotypic features. The term is to be avoided if possible for new annotations, and more specific terms should be chosen.","['Mixed gonadal dysgenesis', 'Pure gonadal dysgenesis']","Gonadal dysgenesis. Gonadal dysgenesis is the name given to any of a multitude of conditions that can cause impaired development of the gonads, i.e., the testes or ovaries, or to the related phenotypic features. The term is to be avoided if possible for new annotations, and more specific terms should be chosen. Mixed gonadal dysgenesis. Pure gonadal dysgenesis"
HP:0000134,Female hypogonadism,"Decreased functionality of the female gonads, i.e., of the ovary.","['Hypogonadism, female']","Female hypogonadism. Decreased functionality of the female gonads, i.e., of the ovary. Hypogonadism, female"
HP:0000135,Hypogonadism,A decreased functionality of the gonad.,['Decreased activity of gonads'],Hypogonadism. A decreased functionality of the gonad. Decreased activity of gonads
HP:0000136,Bifid uterus,The presence of a bifid uterus.,[],Bifid uterus. The presence of a bifid uterus. 
HP:0000137,Abnormality of the ovary,An abnormality of the ovary.,"['Abnormality of the ovaries', 'Abnormality of the ovary', 'Ovarian disease']",Abnormality of the ovary. An abnormality of the ovary. Abnormality of the ovaries. Abnormality of the ovary. Ovarian disease
HP:0000138,Ovarian cyst,The presence of one or more cysts of the ovary.,"['Cystic abnormalities of the ovaries', 'Cystic ovaries', 'Ovarian cyst', 'Ovarian cystic abnormality']",Ovarian cyst. The presence of one or more cysts of the ovary. Cystic abnormalities of the ovaries. Cystic ovaries. Ovarian cyst. Ovarian cystic abnormality
HP:0000139,Uterine prolapse,The presence of prolapse of the uterus.,['Sagging uterus'],Uterine prolapse. The presence of prolapse of the uterus. Sagging uterus
HP:0000140,Abnormality of the menstrual cycle,An abnormality of the ovulation cycle.,"['Abnormality of the menstrual cycle', 'Menstrual abnormalities']",Abnormality of the menstrual cycle. An abnormality of the ovulation cycle. Abnormality of the menstrual cycle. Menstrual abnormalities
HP:0000141,Amenorrhea,Absence of menses for an interval of time equivalent to a total of more than (or equal to) 3 previous cycles or 6 months.,['Abnormal absence of menstruation'],Amenorrhea. Absence of menses for an interval of time equivalent to a total of more than (or equal to) 3 previous cycles or 6 months. Abnormal absence of menstruation
HP:0000142,Abnormal vagina morphology,Any structural abnormality of the vagina.,['Vaginal malformation'],Abnormal vagina morphology. Any structural abnormality of the vagina. Vaginal malformation
